#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CETN2	CETN3	9606.ENSP00000359300	9606.ENSP00000428259	0	0	0.064	0.935	0.086	0.426	0.900	0.436	0.967
CETN3	MAPRE3	9606.ENSP00000428259	9606.ENSP00000233121	0	0	0	0	0.110	0	0	0.372	0.417
CETN3	NDC80	9606.ENSP00000428259	9606.ENSP00000261597	0	0	0	0	0.128	0	0	0.423	0.475
CETN3	NUF2	9606.ENSP00000428259	9606.ENSP00000271452	0	0	0	0	0.138	0	0	0.509	0.559
CETN3	CENPC	9606.ENSP00000428259	9606.ENSP00000273853	0	0	0	0	0.067	0	0	0.482	0.497
CETN3	CEP164	9606.ENSP00000428259	9606.ENSP00000278935	0	0	0	0	0	0.104	0	0.622	0.647
CETN3	HAUS1	9606.ENSP00000428259	9606.ENSP00000282058	0	0	0	0	0.222	0	0	0.272	0.409
CETN3	MAD2L1	9606.ENSP00000428259	9606.ENSP00000296509	0	0	0	0	0.181	0	0.900	0.146	0.924
CETN3	RAD21	9606.ENSP00000428259	9606.ENSP00000297338	0	0	0	0	0.110	0.114	0	0.459	0.536
CETN3	AURKB	9606.ENSP00000428259	9606.ENSP00000313950	0	0	0	0	0.062	0.045	0	0.435	0.450
CETN3	CETN1	9606.ENSP00000428259	9606.ENSP00000319052	0	0	0.065	0.932	0.074	0.602	0	0.099	0.648
CETN3	CEP63	9606.ENSP00000428259	9606.ENSP00000336524	0	0	0	0	0.061	0	0	0.616	0.624
CETN3	CENPA	9606.ENSP00000428259	9606.ENSP00000336868	0	0	0	0	0.060	0.045	0	0.603	0.613
CETN3	SMC3	9606.ENSP00000428259	9606.ENSP00000354720	0	0	0	0	0.129	0	0	0.377	0.434
CETN3	TPR	9606.ENSP00000428259	9606.ENSP00000356448	0	0	0	0	0.056	0.409	0.900	0.133	0.945
CETN3	CETN2	9606.ENSP00000428259	9606.ENSP00000359300	0	0	0.064	0.935	0.086	0.426	0.900	0.436	0.967
CETN3	CDC20	9606.ENSP00000428259	9606.ENSP00000361540	0	0	0	0	0.063	0.049	0	0.401	0.420
CETN3	MIS12	9606.ENSP00000428259	9606.ENSP00000370557	0	0	0	0	0.109	0	0	0.480	0.516
CETN3	MAD1L1	9606.ENSP00000428259	9606.ENSP00000385334	0	0	0	0	0	0.088	0.900	0.073	0.908
CETN3	KIFC1	9606.ENSP00000428259	9606.ENSP00000393963	0	0	0	0	0.055	0.135	0	0.353	0.425
CETN3	CKAP5	9606.ENSP00000428259	9606.ENSP00000432768	0	0	0	0	0.072	0.071	0	0.369	0.409
CETN3	SAC3D1	9606.ENSP00000428259	9606.ENSP00000436649	0	0	0	0	0.081	0.517	0	0.161	0.595
CHEK2	CDC6	9606.ENSP00000372023	9606.ENSP00000209728	0	0	0	0	0.321	0.225	0	0.655	0.803
CHEK2	MAD2L2	9606.ENSP00000372023	9606.ENSP00000235310	0	0	0	0	0.116	0.079	0	0.406	0.474
CHEK2	CDC25B	9606.ENSP00000372023	9606.ENSP00000245960	0	0	0	0	0.125	0.197	0	0.596	0.692
CHEK2	SIRT2	9606.ENSP00000372023	9606.ENSP00000249396	0	0	0	0	0	0.132	0	0.375	0.435
CHEK2	NCAPG	9606.ENSP00000372023	9606.ENSP00000251496	0	0	0	0	0.147	0	0	0.390	0.458
CHEK2	CCNA1	9606.ENSP00000372023	9606.ENSP00000255465	0	0	0	0	0.242	0	0	0.612	0.693
CHEK2	CCNB1	9606.ENSP00000372023	9606.ENSP00000256442	0	0	0	0	0.201	0.283	0	0.706	0.817
CHEK2	KIF11	9606.ENSP00000372023	9606.ENSP00000260731	0	0	0	0	0.193	0.476	0	0.214	0.638
CHEK2	TIPIN	9606.ENSP00000372023	9606.ENSP00000261881	0	0	0	0	0.146	0.302	0	0.606	0.744
CHEK2	CENPE	9606.ENSP00000372023	9606.ENSP00000265148	0	0	0	0	0.124	0.075	0	0.487	0.548
CHEK2	CDK2	9606.ENSP00000372023	9606.ENSP00000266970	0	0	0.103	0.677	0.102	0.305	0	0.352	0.589
CHEK2	TERF1	9606.ENSP00000372023	9606.ENSP00000276603	0	0	0	0	0.049	0	0	0.474	0.478
CHEK2	SMC2	9606.ENSP00000372023	9606.ENSP00000286398	0	0	0	0	0.158	0.331	0	0.268	0.553
CHEK2	NSMCE2	9606.ENSP00000372023	9606.ENSP00000287437	0	0	0	0	0.050	0.088	0	0.430	0.463
CHEK2	BUB1B	9606.ENSP00000372023	9606.ENSP00000287598	0	0	0	0	0.212	0	0	0.518	0.604
CHEK2	CCNB2	9606.ENSP00000372023	9606.ENSP00000288207	0	0	0	0	0.179	0.283	0	0.426	0.633
CHEK2	MAD2L1	9606.ENSP00000372023	9606.ENSP00000296509	0	0	0	0	0.329	0.322	0	0.418	0.712
CHEK2	RAD21	9606.ENSP00000372023	9606.ENSP00000297338	0	0	0	0	0.094	0	0	0.401	0.435
CHEK2	PLK1	9606.ENSP00000372023	9606.ENSP00000300093	0	0	0	0.613	0.181	0.726	0	0.590	0.900
CHEK2	CDT1	9606.ENSP00000372023	9606.ENSP00000301019	0	0	0	0	0.228	0.088	0	0.601	0.694
CHEK2	BUB1	9606.ENSP00000372023	9606.ENSP00000302530	0	0	0	0	0.168	0	0	0.517	0.581
CHEK2	CDC25A	9606.ENSP00000372023	9606.ENSP00000303706	0	0	0	0	0.160	0.849	0.750	0.949	0.998
CHEK2	CCNG2	9606.ENSP00000372023	9606.ENSP00000315743	0	0	0	0	0.074	0.283	0	0.242	0.452
CHEK2	RUVBL1	9606.ENSP00000372023	9606.ENSP00000318297	0	0	0	0	0.080	0.292	0	0.199	0.432
CHEK2	CDC25C	9606.ENSP00000372023	9606.ENSP00000321656	0	0	0	0	0.197	0.907	0.750	0.919	0.998
CHEK2	SMC1A	9606.ENSP00000372023	9606.ENSP00000323421	0	0	0	0	0.093	0.331	0	0.506	0.675
CHEK2	KNL1	9606.ENSP00000372023	9606.ENSP00000335463	0	0	0	0	0.158	0.258	0	0.225	0.473
CHEK2	CENPA	9606.ENSP00000372023	9606.ENSP00000336868	0	0	0	0	0.166	0.159	0	0.301	0.467
CHEK2	SMC4	9606.ENSP00000372023	9606.ENSP00000341382	0	0	0	0	0.100	0.331	0	0.515	0.683
CHEK2	BABAM2	9606.ENSP00000372023	9606.ENSP00000343412	0	0	0	0	0	0.093	0.500	0.448	0.728
CHEK2	CCNG1	9606.ENSP00000372023	9606.ENSP00000344635	0	0	0	0	0.079	0.283	0	0.350	0.534
CHEK2	UBE2I	9606.ENSP00000372023	9606.ENSP00000348056	0	0	0	0	0	0.068	0.500	0.292	0.641
CHEK2	BABAM1	9606.ENSP00000372023	9606.ENSP00000352408	0	0	0	0	0.049	0	0.500	0.288	0.631
CHEK2	SMC3	9606.ENSP00000372023	9606.ENSP00000354720	0	0	0	0	0.073	0.331	0	0.378	0.582
CHEK2	SMC5	9606.ENSP00000372023	9606.ENSP00000354957	0	0	0	0	0.059	0.095	0	0.719	0.740
CHEK2	BUB3	9606.ENSP00000372023	9606.ENSP00000357858	0	0	0	0	0.059	0.292	0	0.476	0.621
CHEK2	BRCC3	9606.ENSP00000372023	9606.ENSP00000358474	0	0	0	0	0.046	0.065	0.500	0.270	0.631
CHEK2	CETN2	9606.ENSP00000372023	9606.ENSP00000359300	0	0	0	0	0	0.050	0	0.510	0.514
CHEK2	CDC20	9606.ENSP00000372023	9606.ENSP00000361540	0	0	0	0	0.139	0.067	0	0.449	0.519
CHEK2	RNF8	9606.ENSP00000372023	9606.ENSP00000362578	0	0	0	0	0.062	0.535	0.500	0.585	0.897
CHEK2	MASTL	9606.ENSP00000372023	9606.ENSP00000365107	0	0	0	0.568	0.610	0	0	0.122	0.643
CHEK2	RCC1	9606.ENSP00000372023	9606.ENSP00000497402	0	0	0	0	0.178	0	0	0.310	0.409
CHEK2	PTTG1	9606.ENSP00000372023	9606.ENSP00000377536	0	0	0	0	0.107	0	0	0.388	0.430
CHEK2	CDK3	9606.ENSP00000372023	9606.ENSP00000410561	0	0	0.104	0.667	0.070	0.305	0	0.160	0.449
CHEK2	TTC28	9606.ENSP00000372023	9606.ENSP00000381003	0	0.083	0	0	0.048	0.102	0	0.418	0.484
CHEK2	SEPTIN7	9606.ENSP00000372023	9606.ENSP00000413507	0	0	0	0	0.054	0.091	0	0.481	0.515
CHEK2	PLK5	9606.ENSP00000372023	9606.ENSP00000468376	0	0	0	0	0.104	0.301	0	0.299	0.523
CHEK2	NUMA1	9606.ENSP00000372023	9606.ENSP00000377298	0	0	0	0	0	0.126	0	0.498	0.542
CHEK2	CDK1	9606.ENSP00000372023	9606.ENSP00000378699	0	0	0.089	0.713	0.157	0.305	0	0.470	0.679
CHEK2	TIMELESS	9606.ENSP00000372023	9606.ENSP00000450607	0	0	0	0	0.155	0.151	0	0.624	0.707
CHEK2	CCNA2	9606.ENSP00000372023	9606.ENSP00000481380	0	0	0	0	0.351	0	0	0.624	0.746
CHEK2	RBBP8	9606.ENSP00000372023	9606.ENSP00000382628	0	0	0	0	0.126	0	0	0.764	0.785
CHEK2	WEE1	9606.ENSP00000372023	9606.ENSP00000402084	0	0	0	0.560	0.099	0.796	0	0.415	0.883
CHFR	AURKA	9606.ENSP00000392395	9606.ENSP00000216911	0	0	0	0	0	0.516	0	0.347	0.671
CHFR	PLK1	9606.ENSP00000392395	9606.ENSP00000300093	0	0	0	0	0	0.634	0	0.435	0.784
CHFR	CDC20	9606.ENSP00000392395	9606.ENSP00000361540	0	0	0	0	0	0.292	0	0.230	0.431
CIT	KIF23	9606.ENSP00000376306	9606.ENSP00000260363	0	0	0	0	0.465	0.328	0	0.749	0.902
CIT	KIF11	9606.ENSP00000376306	9606.ENSP00000260731	0	0	0	0	0.410	0.292	0	0.174	0.625
CIT	NDC80	9606.ENSP00000376306	9606.ENSP00000261597	0	0	0	0	0.403	0	0	0.115	0.449
CIT	CLASP1	9606.ENSP00000376306	9606.ENSP00000263710	0	0	0.222	0	0.054	0.292	0	0.080	0.456
CIT	ANLN	9606.ENSP00000376306	9606.ENSP00000265748	0	0	0	0	0.466	0.500	0.400	0.442	0.898
CIT	NUF2	9606.ENSP00000376306	9606.ENSP00000271452	0	0	0	0	0.365	0.312	0	0.056	0.552
CIT	BUB1B	9606.ENSP00000376306	9606.ENSP00000287598	0	0	0	0	0.341	0	0	0.137	0.407
CIT	TPX2	9606.ENSP00000376306	9606.ENSP00000300403	0	0	0	0	0.256	0.292	0	0.074	0.470
CIT	BUB1	9606.ENSP00000376306	9606.ENSP00000302530	0	0	0	0	0.365	0	0	0.174	0.453
CIT	AURKB	9606.ENSP00000376306	9606.ENSP00000313950	0	0	0	0.694	0.263	0.292	0	0.096	0.487
CIT	NCAPD2	9606.ENSP00000376306	9606.ENSP00000325017	0	0	0	0	0.379	0	0	0.108	0.422
CIT	KNTC1	9606.ENSP00000376306	9606.ENSP00000328236	0	0	0	0	0.459	0	0	0	0.459
CIT	SMC4	9606.ENSP00000376306	9606.ENSP00000341382	0	0	0	0	0.242	0.292	0	0.048	0.445
CIT	CENPF	9606.ENSP00000376306	9606.ENSP00000355922	0	0	0	0	0.289	0.292	0	0.112	0.514
CIT	ASPM	9606.ENSP00000376306	9606.ENSP00000356379	0	0	0	0	0.747	0	0	0.573	0.887
CIT	CEP55	9606.ENSP00000376306	9606.ENSP00000360540	0	0	0	0	0.225	0	0	0.287	0.424
CIT	KIF20B	9606.ENSP00000376306	9606.ENSP00000360793	0	0	0	0	0.387	0.091	0	0.088	0.447
CIT	KIF2C	9606.ENSP00000376306	9606.ENSP00000361298	0	0	0	0	0.262	0.292	0	0.046	0.458
CIT	CDCA8	9606.ENSP00000376306	9606.ENSP00000362146	0	0	0	0	0.294	0.292	0	0.113	0.518
CIT	NUMA1	9606.ENSP00000376306	9606.ENSP00000377298	0	0	0	0	0.069	0.292	0	0.163	0.401
CIT	RAN	9606.ENSP00000376306	9606.ENSP00000446215	0	0	0	0	0.065	0.292	0	0.170	0.402
CIT	NUP37	9606.ENSP00000376306	9606.ENSP00000448054	0	0	0	0	0.104	0.292	0	0.189	0.440
CIT	CDK1	9606.ENSP00000376306	9606.ENSP00000378699	0	0	0	0.635	0.216	0.292	0	0.092	0.452
CIT	RAE1	9606.ENSP00000376306	9606.ENSP00000379181	0	0	0	0	0.055	0.292	0	0.318	0.503
CIT	INCENP	9606.ENSP00000376306	9606.ENSP00000378295	0	0	0	0	0.465	0.292	0	0.248	0.691
CKAP5	ZW10	9606.ENSP00000432768	9606.ENSP00000200135	0	0	0	0	0.125	0.141	0	0.433	0.537
CKAP5	HAUS4	9606.ENSP00000432768	9606.ENSP00000206474	0	0	0	0	0.049	0	0.500	0.199	0.586
CKAP5	AURKA	9606.ENSP00000432768	9606.ENSP00000216911	0	0	0	0	0.260	0.227	0	0.958	0.974
CKAP5	MAPRE3	9606.ENSP00000432768	9606.ENSP00000233121	0	0	0	0	0.067	0.836	0	0.689	0.948
CKAP5	HAUS3	9606.ENSP00000432768	9606.ENSP00000243706	0	0	0	0	0.050	0	0.500	0.222	0.598
CKAP5	KNSTRN	9606.ENSP00000432768	9606.ENSP00000249776	0	0	0	0	0.216	0	0	0.305	0.431
CKAP5	PIMREG	9606.ENSP00000432768	9606.ENSP00000250056	0	0	0	0	0.102	0	0	0.487	0.520
CKAP5	HAUS8	9606.ENSP00000432768	9606.ENSP00000253669	0	0	0	0	0.068	0	0.500	0.146	0.567
CKAP5	CCNB1	9606.ENSP00000432768	9606.ENSP00000256442	0	0	0	0	0.223	0.422	0.400	0.280	0.780
CKAP5	KIF23	9606.ENSP00000432768	9606.ENSP00000260363	0	0	0	0	0.211	0	0	0.472	0.565
CKAP5	HAUS2	9606.ENSP00000432768	9606.ENSP00000260372	0	0	0	0	0.068	0.207	0.500	0	0.598
CKAP5	KIF11	9606.ENSP00000432768	9606.ENSP00000260731	0	0	0	0	0.344	0.099	0	0.802	0.872
CKAP5	NDC80	9606.ENSP00000432768	9606.ENSP00000261597	0	0	0	0	0.149	0.973	0	0.764	0.994
CKAP5	CLASP1	9606.ENSP00000432768	9606.ENSP00000263710	0	0	0	0.547	0.163	0.312	0	0.389	0.617
CKAP5	SGO1	9606.ENSP00000432768	9606.ENSP00000263753	0	0	0	0	0.067	0.099	0	0.510	0.552
CKAP5	CENPE	9606.ENSP00000432768	9606.ENSP00000265148	0	0	0	0	0.266	0.297	0	0.623	0.788
CKAP5	ANLN	9606.ENSP00000432768	9606.ENSP00000265748	0	0	0	0	0.205	0	0	0.355	0.466
CKAP5	KIF2B	9606.ENSP00000432768	9606.ENSP00000268919	0	0	0	0	0	0	0	0.460	0.460
CKAP5	NUF2	9606.ENSP00000432768	9606.ENSP00000271452	0	0	0	0	0.158	0.849	0	0.623	0.947
CKAP5	DYNC1LI1	9606.ENSP00000432768	9606.ENSP00000273130	0	0	0	0	0.138	0.094	0	0.453	0.536
CKAP5	HAUS1	9606.ENSP00000432768	9606.ENSP00000282058	0	0	0	0	0.081	0	0.500	0.182	0.591
CKAP5	SMC2	9606.ENSP00000432768	9606.ENSP00000286398	0	0	0	0	0.376	0.177	0	0.103	0.499
CKAP5	BUB1B	9606.ENSP00000432768	9606.ENSP00000287598	0	0	0	0	0.199	0.188	0.500	0.521	0.823
CKAP5	CCNB2	9606.ENSP00000432768	9606.ENSP00000288207	0	0	0	0	0.172	0.422	0.400	0.237	0.752
CKAP5	MAD2L1	9606.ENSP00000432768	9606.ENSP00000296509	0	0	0	0	0.196	0.399	0.500	0.677	0.911
CKAP5	RAD21	9606.ENSP00000432768	9606.ENSP00000297338	0	0	0	0	0.149	0.071	0	0.467	0.542
CKAP5	PLK1	9606.ENSP00000432768	9606.ENSP00000300093	0	0	0	0	0.200	0.127	0.800	0.478	0.917
CKAP5	MAPRE2	9606.ENSP00000432768	9606.ENSP00000300249	0	0	0	0	0.079	0.761	0	0.376	0.850
CKAP5	TPX2	9606.ENSP00000432768	9606.ENSP00000300403	0	0	0	0	0.338	0	0	0.599	0.723
CKAP5	BUB1	9606.ENSP00000432768	9606.ENSP00000302530	0	0	0	0	0.220	0.188	0	0.660	0.766
CKAP5	AURKC	9606.ENSP00000432768	9606.ENSP00000302898	0	0	0	0	0.067	0.084	0	0.471	0.509
CKAP5	AURKB	9606.ENSP00000432768	9606.ENSP00000313950	0	0	0	0	0.178	0.084	0	0.625	0.693
CKAP5	NUDC	9606.ENSP00000432768	9606.ENSP00000319664	0	0	0	0	0.078	0.126	0.800	0.125	0.840
CKAP5	SPAG5	9606.ENSP00000432768	9606.ENSP00000323300	0	0	0	0	0.228	0.341	0	0.224	0.571
CKAP5	SMC1A	9606.ENSP00000432768	9606.ENSP00000323421	0	0	0	0	0.222	0.339	0	0.113	0.504
CKAP5	NCAPD2	9606.ENSP00000432768	9606.ENSP00000325017	0	0	0	0	0.472	0.069	0	0.421	0.690
CKAP5	TACC3	9606.ENSP00000432768	9606.ENSP00000326550	0	0	0	0	0.067	0.900	0	0.999	0.999
CKAP5	CLASP2	9606.ENSP00000432768	9606.ENSP00000327760	0	0	0	0	0.166	0.151	0	0.645	0.727
CKAP5	CDCA2	9606.ENSP00000432768	9606.ENSP00000328228	0	0	0	0	0.133	0	0	0.390	0.449
CKAP5	KNTC1	9606.ENSP00000432768	9606.ENSP00000328236	0	0	0	0	0.219	0	0	0.461	0.561
CKAP5	SKA2	9606.ENSP00000432768	9606.ENSP00000333433	0	0	0	0	0.083	0	0	0.473	0.496
CKAP5	ERCC6L	9606.ENSP00000432768	9606.ENSP00000334675	0	0	0	0	0.095	0.085	0	0.449	0.504
CKAP5	CENPA	9606.ENSP00000432768	9606.ENSP00000336868	0	0	0	0	0.177	0	0	0.379	0.467
CKAP5	SMC4	9606.ENSP00000432768	9606.ENSP00000341382	0	0	0	0	0.250	0.177	0	0.376	0.581
CKAP5	DYNC1H1	9606.ENSP00000432768	9606.ENSP00000348965	0	0	0	0	0.183	0.071	0	0.315	0.434
CKAP5	SMC3	9606.ENSP00000432768	9606.ENSP00000354720	0	0	0	0	0.167	0.211	0	0.194	0.425
CKAP5	DCTN1	9606.ENSP00000432768	9606.ENSP00000354791	0	0	0	0	0.184	0.099	0	0.328	0.463
CKAP5	CENPF	9606.ENSP00000432768	9606.ENSP00000355922	0	0	0	0	0.244	0	0	0.475	0.586
CKAP5	NEK2	9606.ENSP00000432768	9606.ENSP00000355966	0	0	0	0	0.140	0	0	0.426	0.486
CKAP5	ASPM	9606.ENSP00000432768	9606.ENSP00000356379	0	0	0	0	0.214	0	0	0.302	0.428
CKAP5	BUB3	9606.ENSP00000432768	9606.ENSP00000357858	0	0	0	0	0.081	0.129	0.500	0.446	0.748
CKAP5	PSRC1	9606.ENSP00000432768	9606.ENSP00000358925	0	0	0	0	0.097	0	0	0.453	0.485
CKAP5	HAUS7	9606.ENSP00000432768	9606.ENSP00000359230	0	0	0	0	0.044	0	0.500	0	0.501
CKAP5	KIF20B	9606.ENSP00000432768	9606.ENSP00000360793	0	0	0	0	0.110	0	0	0.387	0.431
CKAP5	KIF2C	9606.ENSP00000432768	9606.ENSP00000361298	0	0	0	0	0.223	0	0	0.722	0.775
CKAP5	CDC20	9606.ENSP00000432768	9606.ENSP00000361540	0	0	0	0	0.179	0	0.800	0.331	0.880
CKAP5	CDCA8	9606.ENSP00000432768	9606.ENSP00000362146	0	0	0	0	0.180	0.094	0	0.491	0.588
CKAP5	MAPRE1	9606.ENSP00000432768	9606.ENSP00000364721	0	0	0	0	0.130	0.906	0	0.486	0.954
CKAP5	HAUS6	9606.ENSP00000432768	9606.ENSP00000369871	0	0	0	0	0.126	0.095	0.500	0.338	0.703
CKAP5	NUMA1	9606.ENSP00000432768	9606.ENSP00000377298	0	0	0	0	0.065	0.270	0	0.445	0.588
CKAP5	INCENP	9606.ENSP00000432768	9606.ENSP00000378295	0	0	0	0	0.219	0	0	0.401	0.513
CKAP5	CDK1	9606.ENSP00000432768	9606.ENSP00000378699	0	0	0	0	0.180	0.195	0.800	0.406	0.911
CKAP5	PAFAH1B1	9606.ENSP00000432768	9606.ENSP00000380378	0	0	0	0	0.083	0.522	0	0.258	0.646
CKAP5	KIF2A	9606.ENSP00000432768	9606.ENSP00000385000	0	0	0	0	0.085	0	0	0.525	0.547
CKAP5	MAD1L1	9606.ENSP00000432768	9606.ENSP00000385334	0	0	0	0	0.067	0.276	0	0.369	0.537
CKAP5	KIFC1	9606.ENSP00000432768	9606.ENSP00000393963	0	0	0	0	0.139	0.294	0	0.693	0.797
CKAP5	WEE1	9606.ENSP00000432768	9606.ENSP00000402084	0	0	0	0	0.064	0.782	0	0.104	0.801
CKAP5	CETN3	9606.ENSP00000432768	9606.ENSP00000428259	0	0	0	0	0.072	0.071	0	0.369	0.409
CKAP5	SEPTIN2	9606.ENSP00000432768	9606.ENSP00000479861	0	0	0	0	0.075	0	0.400	0.051	0.427
CKAP5	NUSAP1	9606.ENSP00000432768	9606.ENSP00000499238	0	0	0	0	0.255	0	0	0.283	0.443
CKAP5	CLTC	9606.ENSP00000432768	9606.ENSP00000479606	0	0	0	0	0.125	0	0	0.400	0.453
CKAP5	HAUS5	9606.ENSP00000432768	9606.ENSP00000439056	0	0	0	0	0.067	0	0.500	0.049	0.517
CKAP5	KIF18B	9606.ENSP00000432768	9606.ENSP00000465992	0	0	0	0	0.087	0.297	0	0.361	0.554
CKAP5	NEDD1	9606.ENSP00000432768	9606.ENSP00000451211	0	0	0	0	0.074	0	0	0.546	0.562
CKAP5	BORA	9606.ENSP00000432768	9606.ENSP00000479266	0	0	0	0	0.098	0	0.500	0.161	0.588
CLASP1	ZW10	9606.ENSP00000263710	9606.ENSP00000200135	0	0	0	0	0.065	0.226	0	0.320	0.465
CLASP1	HAUS4	9606.ENSP00000263710	9606.ENSP00000206474	0	0	0	0	0.056	0	0.500	0	0.508
CLASP1	STAG2	9606.ENSP00000263710	9606.ENSP00000218089	0	0	0	0	0.092	0	0	0.442	0.471
CLASP1	MAPRE3	9606.ENSP00000263710	9606.ENSP00000233121	0	0	0	0	0.048	0.175	0	0.635	0.688
CLASP1	HAUS3	9606.ENSP00000263710	9606.ENSP00000243706	0	0	0	0	0	0	0.500	0.135	0.549
CLASP1	KNSTRN	9606.ENSP00000263710	9606.ENSP00000249776	0	0	0	0	0	0	0	0.630	0.630
CLASP1	HAUS8	9606.ENSP00000263710	9606.ENSP00000253669	0	0	0	0	0	0	0.500	0.350	0.661
CLASP1	CCNB1	9606.ENSP00000263710	9606.ENSP00000256442	0	0	0	0	0.057	0	0.400	0.132	0.465
CLASP1	DCTN3	9606.ENSP00000263710	9606.ENSP00000259632	0	0	0	0	0.056	0.319	0	0.185	0.430
CLASP1	HAUS2	9606.ENSP00000263710	9606.ENSP00000260372	0	0	0	0	0	0	0.500	0	0.499
CLASP1	KIF11	9606.ENSP00000263710	9606.ENSP00000260731	0	0	0	0	0.049	0	0	0.429	0.434
CLASP1	CCNB2	9606.ENSP00000263710	9606.ENSP00000288207	0	0	0	0	0.042	0	0.400	0	0.400
CLASP1	DYNLT1	9606.ENSP00000263710	9606.ENSP00000356056	0	0	0	0	0.047	0.370	0	0.109	0.419
CLASP1	DYNC1LI1	9606.ENSP00000263710	9606.ENSP00000273130	0	0	0	0	0.072	0.350	0	0.120	0.423
CLASP1	NUMA1	9606.ENSP00000263710	9606.ENSP00000377298	0	0	0	0	0.056	0.045	0	0.419	0.430
CLASP1	DYNC1H1	9606.ENSP00000263710	9606.ENSP00000348965	0	0	0	0	0.108	0.230	0	0.240	0.432
CLASP1	MAPRE2	9606.ENSP00000263710	9606.ENSP00000300249	0	0	0	0	0.049	0	0	0.445	0.450
CLASP1	CIT	9606.ENSP00000263710	9606.ENSP00000376306	0	0	0.222	0	0.054	0.292	0	0.080	0.456
CLASP1	SKA2	9606.ENSP00000263710	9606.ENSP00000333433	0	0	0	0	0	0	0	0.461	0.461
CLASP1	SEPTIN2	9606.ENSP00000263710	9606.ENSP00000479861	0	0	0	0	0.081	0.068	0.400	0.085	0.467
CLASP1	HAUS7	9606.ENSP00000263710	9606.ENSP00000359230	0	0	0	0	0	0	0.500	0	0.499
CLASP1	INCENP	9606.ENSP00000263710	9606.ENSP00000378295	0	0	0	0	0.073	0	0	0.510	0.526
CLASP1	CLASP2	9606.ENSP00000263710	9606.ENSP00000327760	0	0	0.057	0.960	0.161	0.434	0	0.078	0.532
CLASP1	BORA	9606.ENSP00000263710	9606.ENSP00000479266	0	0	0	0	0	0	0.500	0.125	0.543
CLASP1	MAD2L1	9606.ENSP00000263710	9606.ENSP00000296509	0	0	0	0	0.067	0	0.500	0.171	0.579
CLASP1	HAUS1	9606.ENSP00000263710	9606.ENSP00000282058	0	0	0	0	0	0	0.500	0.213	0.589
CLASP1	CKAP5	9606.ENSP00000263710	9606.ENSP00000432768	0	0	0	0.547	0.163	0.312	0	0.389	0.617
CLASP1	KIF2C	9606.ENSP00000263710	9606.ENSP00000361298	0	0	0	0	0.075	0.224	0	0.519	0.624
CLASP1	HAUS5	9606.ENSP00000263710	9606.ENSP00000439056	0	0	0	0	0.073	0	0.500	0.342	0.668
CLASP1	PAFAH1B1	9606.ENSP00000263710	9606.ENSP00000380378	0	0	0	0	0.106	0.358	0	0.470	0.670
CLASP1	BUB3	9606.ENSP00000263710	9606.ENSP00000357858	0	0	0	0	0.058	0.095	0.500	0.320	0.671
CLASP1	HAUS6	9606.ENSP00000263710	9606.ENSP00000369871	0	0	0	0	0.075	0	0.500	0.353	0.674
CLASP1	BUB1B	9606.ENSP00000263710	9606.ENSP00000287598	0	0	0	0	0.055	0	0.500	0.394	0.688
CLASP1	DCTN1	9606.ENSP00000263710	9606.ENSP00000354791	0	0	0	0	0.083	0.458	0	0.521	0.741
CLASP1	KIF2A	9606.ENSP00000263710	9606.ENSP00000385000	0	0	0	0	0.080	0.624	0	0.433	0.787
CLASP1	CENPE	9606.ENSP00000263710	9606.ENSP00000265148	0	0	0	0	0.047	0.362	0	0.687	0.793
CLASP1	SPAG5	9606.ENSP00000263710	9606.ENSP00000323300	0	0	0	0	0.049	0.300	0	0.740	0.812
CLASP1	CDC20	9606.ENSP00000263710	9606.ENSP00000361540	0	0	0	0	0.044	0	0.800	0.210	0.835
CLASP1	NUDC	9606.ENSP00000263710	9606.ENSP00000319664	0	0	0	0	0.047	0	0.800	0.221	0.838
CLASP1	MAPRE1	9606.ENSP00000263710	9606.ENSP00000364721	0	0	0	0	0.103	0.704	0	0.464	0.845
CLASP1	CDK1	9606.ENSP00000263710	9606.ENSP00000378699	0	0	0	0	0.049	0	0.800	0.270	0.849
CLASP1	PLK1	9606.ENSP00000263710	9606.ENSP00000300093	0	0	0	0	0.050	0.091	0.800	0.375	0.877
CLASP1	KIF2B	9606.ENSP00000263710	9606.ENSP00000268919	0	0	0	0	0.068	0	0	0.900	0.903
CLASP2	MAPRE3	9606.ENSP00000327760	9606.ENSP00000233121	0	0	0	0	0.059	0.164	0	0.643	0.694
CLASP2	CCNB1	9606.ENSP00000327760	9606.ENSP00000256442	0	0	0	0	0.062	0	0.400	0.104	0.451
CLASP2	CLASP1	9606.ENSP00000327760	9606.ENSP00000263710	0	0	0.057	0.960	0.161	0.434	0	0.078	0.532
CLASP2	SGO1	9606.ENSP00000327760	9606.ENSP00000263753	0	0	0	0	0.049	0.094	0	0.384	0.423
CLASP2	CENPE	9606.ENSP00000327760	9606.ENSP00000265148	0	0	0	0	0.044	0.569	0	0.523	0.786
CLASP2	KIF2B	9606.ENSP00000327760	9606.ENSP00000268919	0	0	0	0	0.086	0	0	0.452	0.478
